ID_Paciente,UUID,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,CURP,RFC,Estado,Región_Socioeconómica,Municipio,Afiliación_Salud,Tipo_Sangre,Estatura_m,Peso_kg,IMC,Presion_Sistolica,Presion_Diastolica,Frecuencia_Cardiaca,Temperatura_C,CIE10_Diagnostico,Diagnostico_Principal,Especialidad_Destino,Fecha_Ultima_Consulta,Costo_Consulta_MXN,Genero,Latitud,Longitud,glucosa,colesterol,Fumador,Historial_Familiar,Actividad_Fisica,Riesgo_Cardio,altura_cm,Consume_Alcohol,Diabetes,Hipertension,antecedente_familiar,trigliceridos,oxigenacion,riesgo
PUE-003407,9CAB44AE,Ana Teresa,López,García,1961-09-26,64,Femenino,LEGA610926MPLÓRNA2,LEGA610926E62,Puebla,Región III: Ciudad Serdán,Tlachichuca,IMSS,A-,145.3,70.7,33.5,135,98,82.0,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-08-04,4.0,,,,,,,,,,,,,,,,,
PUE-003408,6491770D,Rosa,Castro,Gómez,1961-10-30,64,Femenino,CAGR611030MPLSÓSA0,CAGR611030H80,Puebla,Región I: Huauchinango,Juan Galindo,ISSSTE,O+,163.4,25.0,9.4,124,72,84.0,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-04-16,30.0,,,,,,,,,,,,,,,,,
PUE-003409,EE3B14ED,Margarita,García,Hernández,1982-09-24,43,Femenino,GAHM820924MPLRRRA4,GAHM820924Z10,Puebla,Región VII: Tehuacán,Yehualtepec,IMSS-Bienestar,O+,150.6,57.1,25.2,115,79,79.0,36.6,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-09-04,0.0,,,,,,,,,,,,,,,,,
PUE-003410,D3BC930F,Miguel,Reyes,Morales,1974-12-28,51,Masculino,REMM741228HPLYRGA3,REMM741228P93,Puebla,Región V: Puebla,Santa Clara Ocoyucan,Particular,O+,177.9,64.4,20.3,113,82,85.0,36.9,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-09-16,494.0,,,,,,,,,,,,,,,,,
PUE-003411,CECC8652,Miguel Manuel,Morales,Rodríguez,1976-04-04,50,Masculino,MORM760404HPLRDGA0,MORM760404B19,Puebla,Región IV: San Pedro Cholula,Huejotzingo,IMSS,O+,159.7,77.9,30.5,148,87,67.0,36.9,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-12-19,12.0,,,,,,,,,,,,,,,,,
PUE-003412,32AA380B,Carlos Jesús,Ramírez,Rodríguez,2001-05-18,25,Masculino,RARC010518HPLMDRA8,RARC010518H46,Puebla,Región VI: Izúcar de Matamoros,Atlixco,IMSS,O+,157.5,77.3,31.2,119,73,65.0,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-03-22,2.0,,,,,,,,,,,,,,,,,
PUE-003413,2188BA73,Rosa,Pérez,Martínez,1994-12-09,31,Femenino,PEMR941209MPLÉRSA9,PEMR941209F12,Puebla,Región III: Ciudad Serdán,Aljojuca,IMSS,O+,153.7,54.1,22.9,123,74,74.0,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-09-17,1.0,,,,,,,,,,,,,,,,,
PUE-003414,25B2E9EA,Luis Rafael,Gutiérrez,Cruz,1992-09-08,33,Masculino,GUCL920908HPLTRSA9,GUCL920908X37,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,IMSS,O+,177.0,62.7,20.0,123,77,73.0,36.2,J45,Asma Bronquial,Neumología / Pediatría,2025-11-01,20.0,,,,,,,,,,,,,,,,,
PUE-003415,A9EE74B1,Jesús Alejandro,Ramírez,Gómez,2011-07-27,14,Masculino,RAGJ110727HPLMÓSA4,RAGJ110727E65,Puebla,Región V: Puebla,Ocoyucan,IMSS,O+,158.5,75.8,30.2,163,93,83.0,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-02-11,14.0,,,,,,,,,,,,,,,,,
PUE-003416,9C5ECD85,Leticia Margarita,Cruz,Gutiérrez,1981-04-20,45,Femenino,CUGL810420MPLRTTA6,CUGL810420H50,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS,O+,163.7,92.0,34.3,161,102,80.0,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-08-03,28.0,,,,,,,,,,,,,,,,,
PUE-003417,052AD01E,Verónica Sofia,Reyes,Jiménez,1979-10-14,46,Femenino,REJV791014MPLYMRA7,REJV791014899,Puebla,Región VI: Izúcar de Matamoros,Chiautla,IMSS,O+,143.2,65.0,31.7,121,82,71.0,36.2,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-10-22,0.0,,,,,,,,,,,,,,,,,
PUE-003418,43643358,Javier Javier,López,Flores,1953-09-07,72,Masculino,LEFJ530907HPLÓLVA7,LEFJ530907I76,Puebla,Región I: Huauchinango,Huauchinango,IMSS,B+,178.6,83.2,26.1,124,70,83.0,36.7,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2026-03-14,20.0,,,,,,,,,,,,,,,,,
PUE-003419,41EAAEF6,Guadalupe Teresa,Morales,Gómez,1977-07-10,48,Femenino,MOGG770710MPLRÓDA5,MOGG770710G11,Puebla,Región IV: San Pedro Cholula,Calpan,IMSS,A+,150.9,102.2,44.9,121,77,65.0,36.1,N39.0,Infección de Vías Urinarias,Medicina General,2025-08-13,13.0,,,,,,,,,,,,,,,,,
PUE-003420,EA625872,Patricia Rosa,Pérez,Díaz,2010-08-30,15,Femenino,PEDP100830MPLÉÍTA4,PEDP100830D89,Puebla,Región I: Huauchinango,Pahuatlán,IMSS,A+,168.3,59.0,20.8,151,101,82.0,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-02-07,10.0,,,,,,,,,,,,,,,,,
PUE-003421,2C5FF895,Francisco José,Rodríguez,Gómez,1963-05-13,63,Masculino,ROGF630513HPLDÓRA2,ROGF630513674,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,No derechohabiente,O+,173.1,56.4,18.8,124,76,85.0,36.6,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-07-03,750.0,,,,,,,,,,,,,,,,,
PUE-003422,803E5A42,Francisco,García,Jiménez,2011-10-08,14,Masculino,GAJF111008HPLRMRA7,GAJF111008V47,Puebla,Región VII: Tehuacán,Ajalpan,IMSS-Bienestar,O+,156.5,58.1,23.7,124,79,101.0,37.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-11-29,9.0,,,,,,,,,,,,,,,,,
PUE-003423,302BE69D,Gabriela,Castro,Jiménez,1982-11-12,43,Femenino,CAJG821112MPLSMBA6,CAJG821112688,Puebla,Región I: Huauchinango,Tlacuilotepec,IMSS-Bienestar,O+,154.5,52.5,22.0,111,73,79.0,36.5,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-12-09,30.0,,,,,,,,,,,,,,,,,
PUE-003424,AEE428C4,Fernando Fernando,Torres,Flores,1985-10-16,40,Masculino,TOFF851016HPLRLRA2,TOFF851016U20,Puebla,Región II: Teziutlán,Xiutetelco,IMSS-Bienestar,O+,167.9,60.6,21.5,116,83,65.0,36.7,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-04-30,24.0,,,,,,,,,,,,,,,,,
PUE-003425,DB2BB67F,Gabriela,Gutiérrez,Castro,1993-03-30,33,Femenino,GUCG930330MPLTSBA9,GUCG930330K57,Puebla,Región I: Huauchinango,Xicotepec,IMSS-Bienestar,O+,156.2,61.0,25.0,153,95,65.0,36.9,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-01-10,9.0,,,,,,,,,,,,,,,,,
PUE-003426,DA6DD348,Carlos Alejandro,Gómez,Ramírez,1987-04-02,39,Masculino,GERC870402HPLÓMRA7,GERC870402C23,Puebla,Región I: Huauchinango,Huauchinango,ISSSTE,A+,167.1,79.6,28.5,154,87,85.0,36.4,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-16,34.0,,,,,,,,,,,,,,,,,
PUE-003427,5BFA6C5F,Rosa Juana,Cruz,García,2010-03-13,16,Femenino,CUGR100313MPLRRSA2,CUGR100313V80,Puebla,Región IV: San Pedro Cholula,San Martín Texmelucan,ISSSTE,O+,153.0,72.4,30.9,119,72,84.0,36.7,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-05-26,6.0,,,,,,,,,,,,,,,,,
PUE-003428,D77D35CE,José,Sánchez,Gómez,1963-02-15,63,Masculino,SEGJ630215HPLÁÓSA1,SEGJ630215178,Puebla,Región II: Teziutlán,Teziutlán,IMSS-Bienestar,B+,179.3,93.7,29.1,125,81,85.0,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-02-04,0.0,,,,,,,,,,,,,,,,,
PUE-003429,3BBC2793,Patricia María,Flores,Rodríguez,1995-03-29,31,Femenino,FORP950329MPLLDTA4,FORP950329544,Puebla,Región VI: Izúcar de Matamoros,Chiautla,IMSS,A+,161.0,78.7,30.4,148,102,65.0,36.5,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-05-18,1.0,,,,,,,,,,,,,,,,,
PUE-003430,C0798FE4,María Gabriela,Sánchez,Reyes,1952-06-22,74,Femenino,SERM520622MPLÁYRA5,SERM520622985,Puebla,Región III: Ciudad Serdán,Aljojuca,IMSS-Bienestar,O+,167.6,86.3,30.7,120,76,68.0,36.8,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-05-07,4.0,,,,,,,,,,,,,,,,,
PUE-003431,CA30E084,Teresa,Gutiérrez,Pérez,1963-12-19,62,Femenino,GUPT631219MPLTÉRA8,GUPT631219857,Puebla,Región V: Puebla,Cuautinchán,IMSS,O+,145.5,84.6,40.0,120,81,81.0,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-09-21,38.0,,,,,,,,,,,,,,,,,
PUE-003432,329AC67D,Rafael Francisco,López,Reyes,2009-01-02,17,Masculino,LERR090102HPLÓYFA3,LERR090102M35,Puebla,Región IV: San Pedro Cholula,Huejotzingo,IMSS-Bienestar,A+,166.7,81.3,29.3,114,84,83.0,36.3,N39.0,Infección de Vías Urinarias,Medicina General,2025-10-27,37.0,,,,,,,,,,,,,,,,,
PUE-003433,949F6D6C,Patricia Gabriela,Díaz,Jiménez,1995-07-25,30,Femenino,DAJP950725MPLÍMTA3,DAJP950725D27,Puebla,Región I: Huauchinango,Tlacuilotepec,IMSS,O+,156.8,49.1,20.0,113,76,71.0,36.2,Z00.0,Sano (Control de Rutina),Medicina General,2025-07-25,35.0,,,,,,,,,,,,,,,,,
PUE-003434,94F3C80B,Guadalupe,Ramírez,Sánchez,1983-11-29,42,Femenino,RASG831129MPLMÁDA5,RASG831129080,Puebla,Región I: Huauchinango,Juan Galindo,Particular,O+,150.9,66.9,29.4,121,70,87.0,37.7,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-17,832.0,,,,,,,,,,,,,,,,,
PUE-003435,01B72761,Teresa Gabriela,Ramírez,Jiménez,1975-12-14,50,Femenino,RAJT751214MPLMMRA5,RAJT751214Y64,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,IMSS,O+,155.4,73.8,30.6,137,96,84.0,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-07-24,32.0,,,,,,,,,,,,,,,,,
PUE-003436,F1D18466,Jorge Fernando,Díaz,Castro,1979-08-14,46,Masculino,DACJ790814HPLÍSRA0,DACJ790814M41,Puebla,Región V: Puebla,Ocoyucan,IMSS,O+,164.8,79.1,29.1,120,79,67.0,36.3,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-04-20,26.0,,,,,,,,,,,,,,,,,
PUE-003437,64F5862F,Jesús,Torres,López,1987-04-19,39,Masculino,TOLJ870419HPLRÓSA4,TOLJ870419X82,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS,A+,169.8,75.1,26.0,118,74,74.0,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-08-28,9.0,,,,,,,,,,,,,,,,,
PUE-003438,E106FAD6,Jorge Javier,Flores,Sánchez,1998-03-20,28,Masculino,FOSJ980320HPLLÁRA7,FOSJ980320552,Puebla,Región VII: Tehuacán,Yehualtepec,Particular,O+,170.1,85.1,29.4,165,90,74.0,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-06-02,429.0,,,,,,,,,,,,,,,,,
PUE-003439,492F0948,José Alejandro,Pérez,González,1973-09-26,52,Masculino,PEGJ730926HPLÉNSA4,PEGJ730926K48,Puebla,Región V: Puebla,Ocoyucan,ISSSTE,O+,169.4,71.0,24.7,121,85,83.0,36.1,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-08-13,11.0,,,,,,,,,,,,,,,,,
PUE-003440,5DEE5772,Pedro,Díaz,Gutiérrez,1981-03-27,45,Masculino,DAGP810327HPLÍTDA7,DAGP810327768,Puebla,Región II: Teziutlán,Zacapoaxtla,Particular,O+,171.0,60.6,20.7,125,73,70.0,36.8,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-02-02,621.0,,,,,,,,,,,,,,,,,
PUE-003441,2E0911F1,Fernando,Rodríguez,Díaz,1961-08-23,64,Masculino,RODF610823HPLDÍRA5,RODF610823G53,Puebla,Región I: Huauchinango,Huauchinango,IMSS-Bienestar,O+,157.6,41.8,16.8,116,84,69.0,36.5,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2025-10-05,38.0,,,,,,,,,,,,,,,,,
PUE-003442,D3447674,Jesús Luis,Sánchez,Reyes,1988-04-08,38,Masculino,SERJ880408HPLÁYSA7,SERJ880408435,Puebla,Región VI: Izúcar de Matamoros,Atlixco,Particular,O+,169.9,68.0,23.6,122,75,79.0,36.8,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-09-02,386.0,,,,,,,,,,,,,,,,,
PUE-003443,76627317,Javier,Castro,Vázquez,2026-01-04,0,Masculino,CAVJ260104HPLSÁVA7,CAVJ260104T42,Puebla,Región VI: Izúcar de Matamoros,Huaquechula,IMSS,O+,131.0,13.9,8.1,142,86,75.0,36.3,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-09-02,25.0,,,,,,,,,,,,,,,,,
PUE-003444,C69F79AB,Francisco Fernando,Díaz,Ramírez,1975-10-22,50,Masculino,DARF751022HPLÍMRA9,DARF751022P88,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,IMSS,O+,176.6,72.8,23.3,114,82,70.0,36.5,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-09-01,13.0,,,,,,,,,,,,,,,,,
PUE-003445,6ED8DB39,Teresa,Flores,Rodríguez,1943-05-28,83,Femenino,FORT430528MPLLDRA1,FORT430528J99,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,IMSS,O+,144.0,76.9,37.1,114,82,78.0,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-06-07,3.0,,,,,,,,,,,,,,,,,
PUE-003446,D1657AF4,Luisa,Castro,Jiménez,1973-02-28,53,Femenino,CAJL730228MPLSMSA6,CAJL730228C59,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS,A+,162.6,34.6,13.1,112,83,83.0,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2026-06-16,6.0,,,,,,,,,,,,,,,,,
PUE-003447,815E2D60,Javier,García,Castro,1989-05-14,37,Masculino,GACJ890514HPLRSVA0,GACJ890514U39,Puebla,Región IV: San Pedro Cholula,San Martín Texmelucan,IMSS-Bienestar,O+,169.1,61.0,21.3,142,91,78.0,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-11-26,15.0,,,,,,,,,,,,,,,,,
PUE-003448,09AB2181,Juan Miguel,Castro,Flores,1963-04-03,63,Masculino,CAFJ630403HPLSLNA9,CAFJ630403Q65,Puebla,Región I: Huauchinango,Xicotepec,IMSS,A-,179.8,86.8,26.8,125,75,77.0,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-12-09,3.0,,,,,,,,,,,,,,,,,
PUE-003449,8F7C2A2A,Miguel Francisco,García,Ramírez,1992-06-20,34,Masculino,GARM920620HPLRMGA0,GARM920620O29,Puebla,Región VII: Tehuacán,Yehualtepec,IMSS,O+,167.4,83.4,29.8,119,71,79.0,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-07-24,20.0,,,,,,,,,,,,,,,,,
PUE-003450,04D0F72F,Sofia Sofia,González,Flores,1976-12-30,49,Femenino,GOFS761230MPLNLFA8,GOFS761230542,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS,O+,151.6,64.1,27.9,122,82,65.0,36.7,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-07-05,27.0,,,,,,,,,,,,,,,,,
PUE-003451,751AA3B3,Fernando Jorge,García,Sánchez,1968-02-06,58,Masculino,GASF680206HPLRÁRA4,GASF680206994,Puebla,Región V: Puebla,Ocoyucan,IMSS,A+,158.9,59.7,23.6,123,70,79.0,36.1,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-11-07,40.0,,,,,,,,,,,,,,,,,
PUE-003452,F1C6C53A,Teresa,Gómez,Torres,1990-10-09,35,Femenino,GETT901009MPLÓRRA2,GETT901009X34,Puebla,Región IV: San Pedro Cholula,Huejotzingo,IMSS-Bienestar,A+,150.8,62.3,27.4,114,75,81.0,36.3,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-05-21,11.0,,,,,,,,,,,,,,,,,
PUE-003453,EF50EF2A,Elena,Ramírez,Torres,1952-11-06,73,Femenino,RATE521106MPLMRLA7,RATE521106S16,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,ISSSTE,O+,157.4,68.6,27.7,114,81,92.0,38.0,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-06-02,5.0,,,,,,,,,,,,,,,,,
PUE-003454,EB8BDD1F,José,Cruz,Torres,1954-10-14,71,Masculino,CUTJ541014HPLRRSA4,CUTJ541014P33,Puebla,Región I: Huauchinango,Naupan,Particular,A+,167.5,64.3,22.9,112,78,68.0,36.9,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2025-07-09,574.0,,,,,,,,,,,,,,,,,
PUE-003455,C3CC854B,Guadalupe Teresa,Flores,Gutiérrez,1981-03-19,45,Femenino,FOGG810319MPLLTDA3,FOGG810319I22,Puebla,Región VII: Tehuacán,Tehuacán,IMSS-Bienestar,O+,153.5,57.6,24.4,124,73,66.0,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-11-01,26.0,,,,,,,,,,,,,,,,,
PUE-003456,72781C4E,Javier Francisco,Hernández,Jiménez,1958-05-09,68,Masculino,HEJJ580509HPLRMVA5,HEJJ580509780,Puebla,Región V: Puebla,Santa Clara Ocoyucan,ISSSTEP,B+,171.2,74.0,25.2,145,99,84.0,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-08-07,17.0,,,,,,,,,,,,,,,,,
PUE-003457,AA1AC868,Rosa Ana,Pérez,Torres,1988-04-16,38,Femenino,PETR880416MPLÉRSA5,PETR880416J97,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS-Bienestar,O+,149.4,55.2,24.7,118,79,66.0,36.6,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2025-12-30,30.0,,,,,,,,,,,,,,,,,
PUE-003458,27B7FEE3,José Jorge,Hernández,García,1954-12-06,71,Masculino,HEGJ541206HPLRRSA0,HEGJ541206X84,Puebla,Región V: Puebla,Ocoyucan,IMSS,O+,168.2,82.5,29.2,117,78,92.0,37.8,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-06-02,30.0,,,,,,,,,,,,,,,,,
PUE-003459,BF07224E,Luis Alejandro,Flores,López,1973-10-25,52,Masculino,FOLL731025HPLLÓSA4,FOLL731025X72,Puebla,Región V: Puebla,Amozoc,ISSSTE,A+,162.1,55.8,21.2,141,99,68.0,36.1,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-02-06,40.0,,,,,,,,,,,,,,,,,
PUE-003460,7B05A0C2,Alejandro,Martínez,Hernández,1977-12-19,48,Masculino,MAHA771219HPLRRLA8,MAHA771219974,Puebla,Región I: Huauchinango,Tlacuilotepec,ISSSTEP,O+,176.1,89.0,28.7,125,85,79.0,36.2,N39.0,Infección de Vías Urinarias,Medicina General,2025-11-03,8.0,,,,,,,,,,,,,,,,,
PUE-003461,E4E5AA87,Ricardo Jorge,Gómez,Martínez,1983-11-03,42,Masculino,GEMR831103HPLÓRCA1,GEMR831103511,Puebla,Región V: Puebla,Amozoc,No derechohabiente,O+,175.3,78.1,25.4,139,91,76.0,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-08-21,828.0,,,,,,,,,,,,,,,,,
PUE-003462,B0A3B3C5,Leticia Gabriela,Gutiérrez,Rodríguez,1970-01-26,56,Femenino,GURL700126MPLTDTA7,GURL700126T98,Puebla,Región VI: Izúcar de Matamoros,Chietla,IMSS-Bienestar,A+,157.4,70.5,28.5,147,90,85.0,36.4,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-12-07,12.0,,,,,,,,,,,,,,,,,
PUE-003463,1B23ED83,Ricardo Jorge,Vázquez,Díaz,1985-08-16,40,Masculino,VUDR850816HPLÁÍCA5,VUDR850816D58,Puebla,Región VI: Izúcar de Matamoros,Atlixco,IMSS-Bienestar,A+,164.1,73.9,27.4,119,74,75.0,36.8,N39.0,Infección de Vías Urinarias,Medicina General,2026-01-21,31.0,,,,,,,,,,,,,,,,,
PUE-003464,25056AF2,María Elena,García,Gómez,1982-02-15,44,Femenino,GAGM820215MPLRÓRA2,GAGM820215336,Puebla,Región VII: Tehuacán,Tehuacán,No derechohabiente,O+,155.5,70.7,29.2,124,83,84.0,36.2,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-12-18,600.0,,,,,,,,,,,,,,,,,
PUE-003465,F8C3E431,Jorge,Morales,Castro,1953-11-26,72,Masculino,MOCJ531126HPLRSRA4,MOCJ531126M62,Puebla,Región V: Puebla,Puebla,IMSS,O+,175.7,56.0,18.1,120,78,73.0,36.4,N39.0,Infección de Vías Urinarias,Medicina General,2026-02-28,8.0,,,,,,,,,,,,,,,,,
PUE-003466,69211798,Ricardo,Martínez,Ramírez,1981-03-05,45,Masculino,MARR810305HPLRMCA8,MARR810305F56,Puebla,Región I: Huauchinango,Tlacuilotepec,IMSS,O+,172.2,66.7,22.5,155,88,68.0,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-07-09,22.0,,,,,,,,,,,,,,,,,
PUE-003467,9CC7EA7D,Leticia,Castro,Cruz,1977-10-05,48,Femenino,CACL771005MPLSRTA5,CACL771005Q95,Puebla,Región VI: Izúcar de Matamoros,Chietla,ISSSTEP,O+,156.4,74.5,30.5,116,76,71.0,36.5,N39.0,Infección de Vías Urinarias,Medicina General,2026-04-13,4.0,,,,,,,,,,,,,,,,,
PUE-003468,A72CEB0F,Margarita,González,Gómez,1934-04-04,92,Femenino,GOGM340404MPLNÓRA1,GOGM340404G50,Puebla,Región VII: Tehuacán,Yehualtepec,IMSS,O+,162.5,33.4,12.6,120,80,80.0,36.3,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2026-02-02,19.0,,,,,,,,,,,,,,,,,
PUE-003469,56061702,Rosa Juana,Jiménez,López,1978-02-21,48,Femenino,JILR780221MPLMÓSA7,JILR780221W41,Puebla,Región VII: Tehuacán,Coxcatlán,IMSS,O+,163.1,82.9,31.2,120,84,104.0,37.6,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-08-07,29.0,,,,,,,,,,,,,,,,,
PUE-003470,953ABB0B,Patricia,Cruz,Díaz,2013-03-23,13,Femenino,CUDP130323MPLRÍTA6,CUDP130323614,Puebla,Región II: Teziutlán,Teziutlán,Particular,B+,155.1,49.3,20.5,116,76,88.0,37.9,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-05-17,712.0,,,,,,,,,,,,,,,,,
PUE-003471,15E61474,Teresa Sofia,López,Sánchez,1947-01-31,79,Femenino,LEST470131MPLÓÁRA1,LEST470131K54,Puebla,Región VII: Tehuacán,Coxcatlán,ISSSTEP,O+,147.9,67.0,30.6,140,102,75.0,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-02-08,27.0,,,,,,,,,,,,,,,,,
PUE-003472,9B1728AF,Miguel Manuel,Vázquez,Flores,1966-08-04,59,Masculino,VUFM660804HPLÁLGA2,VUFM660804043,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,IMSS,B+,168.5,78.1,27.5,113,77,78.0,36.8,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-03-20,7.0,,,,,,,,,,,,,,,,,
PUE-003473,4DDDC5E8,Margarita,Jiménez,Hernández,1987-03-18,39,Femenino,JIHM870318MPLMRRA5,JIHM870318Z69,Puebla,Región I: Huauchinango,Pahuatlán,IMSS,AB+,150.4,55.6,24.6,165,87,71.0,36.2,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-29,31.0,,,,,,,,,,,,,,,,,
PUE-003474,FBE18659,Guadalupe Teresa,Rodríguez,Ramírez,2005-07-20,20,Femenino,RORG050720MPLDMDA8,RORG050720A38,Puebla,Región VI: Izúcar de Matamoros,Chiautla,IMSS,O+,142.9,84.5,41.4,110,74,69.0,36.3,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2026-02-22,30.0,,,,,,,,,,,,,,,,,
PUE-003475,832F6728,Juan Javier,Gutiérrez,Morales,1972-11-01,53,Masculino,GUMJ721101HPLTRNA8,GUMJ721101P67,Puebla,Región V: Puebla,Amozoc,IMSS-Bienestar,O+,177.7,79.1,25.0,116,75,81.0,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-03-14,18.0,,,,,,,,,,,,,,,,,
PUE-003476,B63BCDF9,Margarita,Reyes,Gómez,1996-01-25,30,Femenino,REGM960125MPLYÓRA8,REGM960125352,Puebla,Región I: Huauchinango,Pahuatlán,IMSS,O+,153.8,34.2,14.5,122,81,66.0,36.9,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-03-03,15.0,,,,,,,,,,,,,,,,,
PUE-003477,13009627,Luis,Díaz,Hernández,1950-04-07,76,Masculino,DAHL500407HPLÍRSA2,DAHL500407R33,Puebla,Región VII: Tehuacán,Coxcatlán,ISSSTE,O+,170.3,83.4,28.8,138,95,67.0,36.9,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-02-17,15.0,,,,,,,,,,,,,,,,,
PUE-003478,9A9B5758,Juan Jesús,Ramírez,Castro,1995-03-10,31,Masculino,RACJ950310HPLMSNA1,RACJ950310Y81,Puebla,Región I: Huauchinango,Chiconcuautla,IMSS-Bienestar,O+,167.8,78.0,27.7,114,85,72.0,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-08-26,18.0,,,,,,,,,,,,,,,,,
PUE-003479,257609E6,Guadalupe Juana,Ramírez,García,1981-05-27,45,Femenino,RAGG810527MPLMRDA7,RAGG810527187,Puebla,Región VII: Tehuacán,Tehuacán,ISSSTEP,O+,165.3,75.1,27.5,113,77,65.0,36.8,J45,Asma Bronquial,Neumología / Pediatría,2025-08-03,4.0,,,,,,,,,,,,,,,,,
