ID_Paciente,CURP,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,Estatura_m,Peso_kg,IMC,Presion_Sistolica,Presion_Diastolica,Glucosa,Colesterol,Frecuencia_Cardiaca,Diabetes,Hipertension,Fumador,Actividad_Fisica,Antecedente_Familiar,Municipio,Region,Latitud,Longitud
PUE-003069,RALR510326HPLMÓFA5,Rafael Alejandro,Ramírez,López,1951-03-26,75,Masculino,1.558,93.1,38.4,115,80,,,92.0,,,,,,Xiutetelco,,,
PUE-003070,PEHF120930HPLÉRRA3,Fernando Alejandro,Pérez,Hernández,2012-09-30,13,Masculino,1.65,74.6,27.4,122,75,,,102.0,,,,,,Huauchinango,,,
PUE-003071,MOGP780104HPLRRDA8,Pedro Pedro,Morales,García,1978-01-04,48,Masculino,1.635,86.4,32.3,113,72,,,69.0,,,,,,Amozoc,,,
PUE-003072,GEMJ550110HPLÓRSA0,José Jesús,Gómez,Morales,1955-01-10,71,Masculino,1.642,62.6,23.2,121,70,,,97.0,,,,,,Huaquechula,,,
PUE-003073,DAMF620811HPLÍRRA9,Francisco Alejandro,Díaz,Morales,1962-08-11,63,Masculino,1.653,99.4,36.4,160,91,,,72.0,,,,,,Izúcar de Matamoros,,,
PUE-003074,HEML640713MPLRRTA7,Leticia Teresa,Hernández,Martínez,1964-07-13,61,Femenino,1.625,64.4,24.4,120,78,,,71.0,,,,,,Huejotzingo,,,
PUE-003075,SERA410909MPLÁYNA4,Ana Luisa,Sánchez,Reyes,1941-09-09,84,Femenino,1.633,71.6,26.8,120,77,,,99.0,,,,,,Ocoyucan,,,
PUE-003076,GERJ140704HPLÓDRA0,Jorge Luis,Gómez,Rodríguez,2014-07-04,11,Masculino,1.194,28.1,19.7,119,78,,,91.0,,,,,,Chietla,,,
PUE-003077,GOFJ000502HPLNLSA2,Jesús Miguel,González,Flores,2000-05-02,26,Masculino,1.5719999999999998,80.5,32.6,114,85,,,82.0,,,,,,Chalchicomula de Sesma,,,
PUE-003078,HEMJ340803MPLRRNA1,Juana,Hernández,Morales,1934-08-03,91,Femenino,1.527,68.4,29.3,124,81,,,89.0,,,,,,Tlatlauquitepec,,,
PUE-003079,PEMF740304HPLÉRRA9,Fernando,Pérez,Morales,1974-03-04,52,Masculino,1.671,83.3,29.8,117,82,,,97.0,,,,,,Huaquechula,,,
PUE-003080,TOFM771202HPLRLGA3,Miguel Pedro,Torres,Flores,1977-12-02,48,Masculino,1.74,48.9,16.2,153,88,,,72.0,,,,,,Ocoyucan,,,
PUE-003081,RODM900822HPLDÍGA1,Miguel Fernando,Rodríguez,Díaz,1990-08-22,35,Masculino,1.636,81.3,30.4,111,70,,,68.0,,,,,,Huauchinango,,,
PUE-003082,MACJ610527HPLRRRA1,Jorge Juan,Martínez,Cruz,1961-05-27,65,Masculino,1.76,82.8,26.7,116,80,,,66.0,,,,,,Huauchinango,,,
PUE-003083,MOGM950509HPLRÓGA6,Miguel José,Morales,Gómez,1995-05-09,31,Masculino,1.63,77.3,29.1,115,77,,,102.0,,,,,,Cuautlancingo,,,
PUE-003084,GOJM230411HPLNMNA0,Manuel Juan,González,Jiménez,2023-04-11,3,Masculino,1.111,28.5,23.1,115,77,,,73.0,,,,,,Tehuacán,,,
PUE-003085,TODP780618HPLRÍDA2,Pedro,Torres,Díaz,1978-06-18,48,Masculino,1.597,73.8,28.9,123,70,,,71.0,,,,,,San Andrés Cholula,,,
PUE-003086,JIPG030118MPLMÉDA5,Guadalupe Carmen,Jiménez,Pérez,2003-01-18,23,Femenino,1.423,62.5,30.9,142,105,,,76.0,,,,,,Tepeojuma,,,
PUE-003087,FOVS680927MPLLÁFA2,Sofia,Flores,Vázquez,1968-09-27,57,Femenino,1.51,56.2,24.6,120,85,,,79.0,,,,,,Juan Galindo,,,
PUE-003088,CUMJ481220HPLRRSA8,Jesús Jorge,Cruz,Martínez,1948-12-20,77,Masculino,1.7,69.2,23.9,110,74,,,81.0,,,,,,Chignautla,,,
PUE-003089,GACL970121MPLRRSA7,Luisa,García,Cruz,1997-01-21,29,Femenino,1.528,67.9,29.1,161,103,,,66.0,,,,,,Ocoyucan,,,
PUE-003090,VUFJ960504HPLÁLRA9,Jorge Carlos,Vázquez,Flores,1996-05-04,30,Masculino,1.7069999999999999,81.5,28.0,116,84,,,83.0,,,,,,Pahuatlán,,,
PUE-003091,CAGP570125HPLSÓDA3,Pedro Rafael,Castro,Gómez,1957-01-25,69,Masculino,1.7719999999999998,97.3,31.0,119,77,,,73.0,,,,,,Chignautla,,,
PUE-003092,GUTM660216HPLTRNA4,Manuel Carlos,Gutiérrez,Torres,1966-02-16,60,Masculino,1.694,71.2,24.8,155,101,,,72.0,,,,,,Pahuatlán,,,
PUE-003093,PERC950118HPLÉMRA5,Carlos Ricardo,Pérez,Ramírez,1995-01-18,31,Masculino,1.726,77.1,25.9,122,82,,,101.0,,,,,,Huaquechula,,,
PUE-003094,MOGR100430HPLRÓFA2,Rafael Rafael,Morales,Gómez,2010-04-30,16,Masculino,1.682,86.1,30.4,116,84,,,104.0,,,,,,Calpan,,,
PUE-003095,PERR640929MPLÉDSA2,Rosa Leticia,Pérez,Rodríguez,1964-09-29,61,Femenino,1.569,66.3,26.9,112,79,,,69.0,,,,,,Chiconcuautla,,,
PUE-003096,SERR860929HPLÁYCA8,Ricardo Manuel,Sánchez,Reyes,1986-09-29,39,Masculino,1.617,69.0,26.4,117,70,,,80.0,,,,,,Xiutetelco,,,
PUE-003097,LECF801105HPLÓRRA5,Fernando,López,Cruz,1980-11-05,45,Masculino,1.768,86.5,27.7,110,83,,,78.0,,,,,,Tlacuilotepec,,,
PUE-003098,GUGV420610MPLTÓRA6,Verónica,Gutiérrez,Gómez,1942-06-10,84,Femenino,1.5019999999999998,59.5,26.4,113,82,,,76.0,,,,,,Cuautinchán,,,
PUE-003099,GUMS231227MPLTRFA9,Sofia Patricia,Gutiérrez,Martínez,2023-12-27,2,Femenino,1.05,36.6,33.2,124,75,,,74.0,,,,,,Zacapoaxtla,,,
PUE-003100,DAJM340312HPLÍMGA5,Miguel,Díaz,Jiménez,1934-03-12,92,Masculino,1.72,69.3,23.4,113,74,,,83.0,,,,,,Cuautlancingo,,,
PUE-003101,HERE870709MPLRMLA2,Elena Sofia,Hernández,Ramírez,1987-07-09,38,Femenino,1.636,59.2,22.1,110,74,,,68.0,,,,,,Chietla,,,
PUE-003102,FOCM880223MPLLSRA9,Margarita Patricia,Flores,Castro,1988-02-23,38,Femenino,1.537,63.4,26.8,115,83,,,73.0,,,,,,Santa Clara Ocoyucan,,,
PUE-003103,DARM031009MPLÍMRA0,Margarita Elena,Díaz,Ramírez,2003-10-09,22,Femenino,1.5659999999999998,80.9,33.0,154,102,,,84.0,,,,,,Zacapoaxtla,,,
PUE-003104,JICA610714MPLMSNA3,Ana Margarita,Jiménez,Castro,1961-07-14,64,Femenino,1.574,47.6,19.2,145,104,,,73.0,,,,,,Tlatlauquitepec,,,
PUE-003105,GEFJ810222HPLÓLVA5,Javier Rafael,Gómez,Flores,1981-02-22,45,Masculino,1.579,71.4,28.6,111,85,,,92.0,,,,,,Chietla,,,
PUE-003106,LEHM200911MPLÓRRA5,María Guadalupe,López,Hernández,2020-09-11,5,Femenino,1.1740000000000002,26.2,19.0,124,70,,,77.0,,,,,,Coxcatlán,,,
PUE-003107,CADJ721006HPLSÍNA6,Juan Juan,Castro,Díaz,1972-10-06,53,Masculino,1.6280000000000001,71.9,27.1,119,82,,,73.0,,,,,,Puebla,,,
PUE-003108,LERJ251013HPLÓMSA7,José Luis,López,Ramírez,2025-10-13,0,Masculino,1.202,33.9,23.5,120,78,,,105.0,,,,,,Chiconcuautla,,,
PUE-003109,GOPT580926MPLNÉRA3,Teresa,González,Pérez,1958-09-26,67,Femenino,1.508,68.4,30.1,116,80,,,97.0,,,,,,Tlatlauquitepec,,,
PUE-003110,CAML850922MPLSRTA2,Leticia,Castro,Morales,1985-09-22,40,Femenino,1.5719999999999998,84.0,34.0,119,81,,,73.0,,,,,,Huejotzingo,,,
PUE-003111,LEHJ950411HPLÓRVA7,Javier Juan,López,Hernández,1995-04-11,31,Masculino,1.665,68.3,24.6,121,70,,,85.0,,,,,,Pahuatlán,,,
PUE-003112,CURL851227HPLRYSA7,Luis Rafael,Cruz,Reyes,1985-12-27,40,Masculino,1.626,80.2,30.3,114,85,,,67.0,,,,,,Yehualtepec,,,
PUE-003113,JISG060714MPLMÁBA7,Gabriela Verónica,Jiménez,Sánchez,2006-07-14,19,Femenino,1.624,65.1,24.7,114,79,,,84.0,,,,,,Tecamachalco,,,
PUE-003114,CURP690223MPLRYTA2,Patricia,Cruz,Reyes,1969-02-23,57,Femenino,1.6019999999999999,61.3,23.9,124,81,,,98.0,,,,,,Tlatlauquitepec,,,
PUE-003115,GOLJ881025HPLNÓVA4,Javier,González,López,1988-10-25,37,Masculino,1.7690000000000001,64.5,20.6,163,98,,,84.0,,,,,,Atlixco,,,
PUE-003116,RAGC691028MPLMNRA5,Carmen,Ramírez,González,1969-10-28,56,Femenino,1.536,42.4,18.0,159,97,,,73.0,,,,,,Tlacuilotepec,,,
PUE-003117,GECE790216MPLÓSLA2,Elena Rosa,Gómez,Castro,1979-02-16,47,Femenino,1.541,61.0,25.7,118,85,,,100.0,,,,,,Aljojuca,,,
PUE-003118,GULR620308HPLTÓFA4,Rafael,Gutiérrez,López,1962-03-08,64,Masculino,1.683,61.3,21.6,116,75,,,81.0,,,,,,Huejotzingo,,,
PUE-003119,VUMT670527MPLÁRRA6,Teresa,Vázquez,Morales,1967-05-27,59,Femenino,1.5490000000000002,59.3,24.7,139,99,,,79.0,,,,,,Santa Clara Ocoyucan,,,
PUE-003120,JIVA900309MPLMÁNA9,Ana Luisa,Jiménez,Vázquez,1990-03-09,36,Femenino,1.4769999999999999,51.1,23.4,157,101,,,71.0,,,,,,Teziutlán,,,
PUE-003121,JIGJ650502MPLMÓNA4,Juana,Jiménez,Gómez,1965-05-02,61,Femenino,1.535,56.6,24.0,124,72,,,103.0,,,,,,San Andrés Cholula,,,
PUE-003122,LEGG690221MPLÓÓBA3,Gabriela Carmen,López,Gómez,1969-02-21,57,Femenino,1.495,53.4,23.9,110,80,,,74.0,,,,,,Santa Clara Ocoyucan,,,
PUE-003123,ROCJ630829HPLDSRA9,Jorge José,Rodríguez,Castro,1963-08-29,62,Masculino,1.645,89.4,33.0,125,72,,,85.0,,,,,,Calpan,,,
PUE-003124,PEML580331MPLÉRTA7,Leticia Juana,Pérez,Morales,1958-03-31,68,Femenino,1.518,75.2,32.6,110,78,,,65.0,,,,,,Tlatlauquitepec,,,
PUE-003125,JISR841214MPLMÁSA4,Rosa,Jiménez,Sánchez,1984-12-14,41,Femenino,1.545,56.9,23.8,114,71,,,84.0,,,,,,Chalchicomula de Sesma,,,
PUE-003126,JIVF880612HPLMÁRA9,Fernando Francisco,Jiménez,Vázquez,1988-06-12,38,Masculino,1.6909999999999998,81.3,28.4,119,72,,,73.0,,,,,,Xicotepec,,,
PUE-003127,MAGS850412MPLRTFA3,Sofia Ana,Martínez,Gutiérrez,1985-04-12,41,Femenino,1.46,64.4,30.2,115,76,,,95.0,,,,,,Zacapoaxtla,,,
PUE-003128,HEJL820707HPLRMSA9,Luis Alejandro,Hernández,Jiménez,1982-07-07,43,Masculino,1.703,60.4,20.8,155,105,,,70.0,,,,,,Chiautla,,,
PUE-003129,JILL670403HPLMÓSA1,Luis Rafael,Jiménez,López,1967-04-03,59,Masculino,1.6909999999999998,65.2,22.8,124,85,,,72.0,,,,,,Chietla,,,
PUE-003130,TOGE500207MPLRTLA7,Elena Sofia,Torres,Gutiérrez,1950-02-07,76,Femenino,1.4969999999999999,66.2,29.5,120,76,,,86.0,,,,,,Aljojuca,,,
PUE-003131,SERJ781006HPLÁDRA1,Jorge Manuel,Sánchez,Rodríguez,1978-10-06,47,Masculino,1.732,68.4,22.8,124,71,,,80.0,,,,,,Chiconcuautla,,,
PUE-003132,JIGJ170428HPLMTNA0,Juan Manuel,Jiménez,Gutiérrez,2017-04-28,9,Masculino,0.9159999999999999,34.5,41.1,111,73,,,105.0,,,,,,Santa Clara Ocoyucan,,,
PUE-003133,JIGV821126MPLMNRA1,Verónica,Jiménez,González,1982-11-26,43,Femenino,1.534,59.7,25.4,113,77,,,69.0,,,,,,Aljojuca,,,
PUE-003134,GAVM010504HPLRÁGA1,Miguel Francisco,García,Vázquez,2001-05-04,25,Masculino,1.6880000000000002,79.3,27.8,119,81,,,79.0,,,,,,Cuautinchán,,,
PUE-003135,CUMS120611MPLRRFA2,Sofia Guadalupe,Cruz,Martínez,2012-06-11,14,Femenino,1.598,82.3,32.2,120,71,,,78.0,,,,,,Huaquechula,,,
PUE-003136,GEGC650731MPLÓTRA6,Carmen Guadalupe,Gómez,Gutiérrez,1965-07-31,60,Femenino,1.556,69.4,28.7,121,84,,,76.0,,,,,,Cuautlancingo,,,
PUE-003137,GOGP760811MPLNTTA9,Patricia,González,Gutiérrez,1976-08-11,49,Femenino,1.681,42.5,15.0,113,70,,,68.0,,,,,,Esperanza,,,
PUE-003138,TOVG880827MPLRÁDA7,Guadalupe,Torres,Vázquez,1988-08-27,37,Femenino,1.511,59.3,26.0,117,78,,,94.0,,,,,,Pahuatlán,,,
PUE-003139,MAGM700424HPLRNGA6,Miguel,Martínez,González,1970-04-24,56,Masculino,1.693,85.0,29.7,113,83,,,78.0,,,,,,Zacapoaxtla,,,
PUE-003140,RAVR000627HPLMÁFA7,Rafael Rafael,Ramírez,Vázquez,2000-06-27,26,Masculino,1.733,79.7,26.5,163,96,,,84.0,,,,,,Yehualtepec,,,
PUE-003141,MAGR891118HPLRNCA1,Ricardo Carlos,Martínez,González,1989-11-18,36,Masculino,1.685,86.2,30.4,110,79,,,91.0,,,,,,Juan Galindo,,,
PUE-003142,DART731023MPLÍDRA3,Teresa Elena,Díaz,Rodríguez,1973-10-23,52,Femenino,1.6030000000000002,58.8,22.9,110,84,,,76.0,,,,,,Amozoc,,,
PUE-003143,MODA870920HPLRÍLA1,Alejandro Jorge,Morales,Díaz,1987-09-20,38,Masculino,1.64,88.3,32.8,112,82,,,65.0,,,,,,Chignautla,,,
PUE-003144,HEPJ940908HPLRÉSA8,José Fernando,Hernández,Pérez,1994-09-08,31,Masculino,1.6580000000000001,75.4,27.4,124,73,,,88.0,,,,,,Chietla,,,
PUE-003145,CULA140921HPLRÓLA6,Alejandro Francisco,Cruz,López,2014-09-21,11,Masculino,1.4240000000000002,19.3,9.5,113,75,,,79.0,,,,,,Pahuatlán,,,
PUE-003146,CUGA990203HPLRRLA6,Alejandro,Cruz,García,1999-02-03,27,Masculino,1.6119999999999999,76.3,29.4,112,73,,,96.0,,,,,,Esperanza,,,
PUE-003147,PEGC900514MPLÉRRA9,Carmen Carmen,Pérez,García,1990-05-14,36,Femenino,1.555,62.5,25.8,138,104,,,74.0,,,,,,Calpan,,,
PUE-003148,TOGG700120MPLRÓBA2,Gabriela Leticia,Torres,Gómez,1970-01-20,56,Femenino,1.557,68.9,28.4,125,77,,,80.0,,,,,,Xicotepec,,,
PUE-003149,GUMJ740629MPLTRNA9,Juana,Gutiérrez,Martínez,1974-06-29,52,Femenino,1.4909999999999999,35.8,16.1,140,100,,,83.0,,,,,,Juan Galindo,,,
PUE-003150,GUTL010813MPLTRSA3,Luisa Verónica,Gutiérrez,Torres,2001-08-13,24,Femenino,1.557,79.0,32.6,112,74,,,78.0,,,,,,Coxcatlán,,,
PUE-003151,DAVF790729HPLÍÁRA4,Francisco Alejandro,Díaz,Vázquez,1979-07-29,46,Masculino,1.662,86.4,31.3,150,86,,,73.0,,,,,,San Salvador el Seco,,,
PUE-003152,MACJ751221HPLRRRA6,Jorge,Martínez,Cruz,1975-12-21,50,Masculino,1.651,72.4,26.6,124,79,,,69.0,,,,,,Naupan,,,
PUE-003153,GAFJ930910HPLRLSA5,José Juan,García,Flores,1993-09-10,32,Masculino,1.619,95.8,36.5,153,102,,,73.0,,,,,,Tecamachalco,,,
PUE-003154,GELJ960407HPLÓÓNA3,Juan Alejandro,Gómez,López,1996-04-07,30,Masculino,1.781,52.2,16.5,120,78,,,73.0,,,,,,Santa Clara Ocoyucan,,,
PUE-003155,CUSJ850724HPLRÁNA7,Juan,Cruz,Sánchez,1985-07-24,40,Masculino,1.666,67.8,24.4,119,72,,,83.0,,,,,,San Martín Texmelucan,,,
PUE-003156,VUCL111105MPLÁSTA5,Leticia,Vázquez,Castro,2011-11-05,14,Femenino,1.55,65.5,27.3,123,72,,,85.0,,,,,,Atlixco,,,
PUE-003157,JIGF431011HPLMRRA2,Fernando,Jiménez,García,1943-10-11,82,Masculino,1.6680000000000001,84.2,30.3,115,77,,,82.0,,,,,,Naupan,,,
PUE-003158,HEGL451010HPLRRSA7,Luis Francisco,Hernández,García,1945-10-10,80,Masculino,1.5590000000000002,74.0,30.4,120,78,,,83.0,,,,,,Esperanza,,,
PUE-003159,CAGJ720305MPLSNNA5,Juana Sofia,Castro,González,1972-03-05,54,Femenino,1.517,41.9,18.2,113,71,,,79.0,,,,,,Ocoyucan,,,
PUE-003160,HETL090826MPLRRTA8,Leticia Patricia,Hernández,Torres,2009-08-26,16,Femenino,1.514,71.2,31.1,115,83,,,69.0,,,,,,Cuautinchán,,,
PUE-003161,FOMJ600811HPLLRNA7,Juan Fernando,Flores,Morales,1960-08-11,65,Masculino,1.597,63.4,24.9,114,85,,,74.0,,,,,,Chalchicomula de Sesma,,,
PUE-003162,GURR540613HPLTMFA7,Rafael,Gutiérrez,Ramírez,1954-06-13,72,Masculino,1.808,96.5,29.5,112,75,,,82.0,,,,,,Xicotepec,,,
PUE-003163,LEJA910107MPLÓMNA6,Ana Elena,López,Jiménez,1991-01-07,35,Femenino,1.584,48.9,19.5,118,82,,,85.0,,,,,,Tepeojuma,,,
PUE-003164,GOGP730501HPLNÓDA9,Pedro,González,Gómez,1973-05-01,53,Masculino,1.692,67.9,23.7,115,79,,,92.0,,,,,,Tlacuilotepec,,,
PUE-003165,ROGJ740629HPLDNRA7,Jorge,Rodríguez,González,1974-06-29,52,Masculino,1.74,77.7,25.7,141,86,,,76.0,,,,,,Tlatlauquitepec,,,
PUE-003166,CARL710128MPLSMSA8,Luisa,Castro,Ramírez,1971-01-28,55,Femenino,1.59,44.3,17.5,117,73,,,80.0,,,,,,San Salvador el Seco,,,
PUE-003167,GAVA460802HPLRÁLA3,Alejandro Alejandro,García,Vázquez,1946-08-02,79,Masculino,1.7480000000000002,47.1,15.4,117,77,,,87.0,,,,,,Ajalpan,,,
PUE-003168,CUFP070517HPLRLDA4,Pedro Pedro,Cruz,Flores,2007-05-17,19,Masculino,1.724,74.1,24.9,122,78,,,75.0,,,,,,San Salvador el Seco,,,
PUE-003169,GUSF651226HPLTÁRA3,Fernando Juan,Gutiérrez,Sánchez,1965-12-26,60,Masculino,1.662,70.3,25.5,125,78,,,88.0,,,,,,Huauchinango,,,
PUE-003170,GARJ000721MPLRDNA8,Juana,García,Rodríguez,2000-07-21,25,Femenino,1.5390000000000001,69.2,29.2,123,78,,,91.0,,,,,,Chietla,,,
PUE-003171,DAGG900207MPLÍÓDA3,Guadalupe Patricia,Díaz,Gómez,1990-02-07,36,Femenino,1.4980000000000002,61.5,27.4,117,78,,,84.0,,,,,,Tecamachalco,,,
PUE-003172,PERL811218MPLÉDSA5,Luisa Patricia,Pérez,Rodríguez,1981-12-18,44,Femenino,1.635,63.1,23.6,124,73,,,73.0,,,,,,San Salvador el Seco,,,
PUE-003173,GAMP480614MPLRRTA9,Patricia Guadalupe,García,Morales,1948-06-14,78,Femenino,1.56,80.4,33.0,124,79,,,82.0,,,,,,Izúcar de Matamoros,,,
PUE-003174,LESV831110MPLÓÁRA4,Verónica Sofia,López,Sánchez,1983-11-10,42,Femenino,1.6280000000000001,68.2,25.7,120,72,,,72.0,,,,,,Cuautlancingo,,,
PUE-003175,GOGG890618MPLNÓDA3,Guadalupe Luisa,González,Gómez,1989-06-18,37,Femenino,1.575,52.5,21.2,153,86,,,80.0,,,,,,Tecamachalco,,,
PUE-003176,PEGG951207MPLÉRDA3,Guadalupe Patricia,Pérez,García,1995-12-07,30,Femenino,1.545,70.5,29.5,124,73,,,73.0,,,,,,Pahuatlán,,,
PUE-003177,RAPR900927HPLMÉFA2,Rafael,Ramírez,Pérez,1990-09-27,35,Masculino,1.575,79.8,32.2,113,78,,,80.0,,,,,,Calpan,,,
PUE-003178,FOJC920613HPLLMRA9,Carlos,Flores,Jiménez,1992-06-13,34,Masculino,1.617,76.3,29.2,119,85,,,104.0,,,,,,Aljojuca,,,
PUE-003179,CUPE880327MPLRÉLA8,Elena Verónica,Cruz,Pérez,1988-03-27,38,Femenino,1.625,61.4,23.3,112,85,,,82.0,,,,,,Huauchinango,,,
PUE-003180,LEVP670722HPLÓÁDA3,Pedro Carlos,López,Vázquez,1967-07-22,58,Masculino,1.617,79.8,30.5,123,72,,,104.0,,,,,,Naupan,,,
PUE-003181,DACM670123MPLÍSRA4,Margarita Ana,Díaz,Castro,1967-01-23,59,Femenino,1.5619999999999998,75.5,30.9,113,84,,,105.0,,,,,,Puebla,,,
PUE-003182,GUMS900208MPLTRFA6,Sofia Carmen,Gutiérrez,Morales,1990-02-08,36,Femenino,1.4780000000000002,67.0,30.7,113,70,,,85.0,,,,,,Chiautla,,,
PUE-003183,FOVJ760902HPLLÁSA6,Jesús Manuel,Flores,Vázquez,1976-09-02,49,Masculino,1.624,81.3,30.8,118,70,,,90.0,,,,,,Chiconcuautla,,,
PUE-003184,MORA840831HPLRDLA1,Alejandro,Morales,Rodríguez,1984-08-31,41,Masculino,1.599,78.4,30.7,118,75,,,78.0,,,,,,San Pedro Cholula,,,
PUE-003185,CUJF550114HPLRMRA4,Francisco Pedro,Cruz,Jiménez,1955-01-14,71,Masculino,1.631,80.3,30.2,118,76,,,73.0,,,,,,Tecamachalco,,,
PUE-003186,FOMG711207MPLLRDA6,Guadalupe,Flores,Martínez,1971-12-07,54,Femenino,1.584,77.4,30.8,110,85,,,81.0,,,,,,Tlacuilotepec,,,
PUE-003187,TOLA131111MPLRÓNA2,Ana Luisa,Torres,López,2013-11-11,12,Femenino,1.62,69.5,26.5,121,70,,,78.0,,,,,,Calpan,,,
PUE-003188,VURL210320MPLÁYTA3,Leticia Juana,Vázquez,Reyes,2021-03-20,5,Femenino,1.249,28.1,18.0,117,73,,,70.0,,,,,,San Andrés Cholula,,,
PUE-003189,GUCF620912HPLTRRA6,Fernando,Gutiérrez,Cruz,1962-09-12,63,Masculino,1.6540000000000001,71.6,26.2,122,78,,,79.0,,,,,,Tepeojuma,,,
PUE-003190,LEHM871031HPLÓRGA8,Miguel Francisco,López,Hernández,1987-10-31,38,Masculino,1.6540000000000001,65.5,23.9,119,73,,,68.0,,,,,,Huauchinango,,,
PUE-003191,MOSR480707HPLRÁCA5,Ricardo Manuel,Morales,Sánchez,1948-07-07,78,Masculino,1.646,82.4,30.4,122,78,,,79.0,,,,,,Naupan,,,
PUE-003192,DARJ900503HPLÍMVA1,Javier Ricardo,Díaz,Ramírez,1990-05-03,36,Masculino,1.6680000000000001,71.4,25.7,119,78,,,93.0,,,,,,Coxcatlán,,,
PUE-003193,TOGJ681231HPLRÓNA1,Juan,Torres,Gómez,1968-12-31,57,Masculino,1.729,66.8,22.3,115,83,,,73.0,,,,,,Coxcatlán,,,
PUE-003194,ROGP000531HPLDRDA8,Pedro José,Rodríguez,García,2000-05-31,26,Masculino,1.7169999999999999,57.9,19.6,115,85,,,100.0,,,,,,Coxcatlán,,,
PUE-003195,VUMS891013MPLÁRFA9,Sofia Leticia,Vázquez,Morales,1989-10-13,36,Femenino,1.484,81.4,37.0,118,75,,,81.0,,,,,,Tepeojuma,,,
PUE-003196,ROJS690301MPLDMFA4,Sofia,Rodríguez,Jiménez,1969-03-01,57,Femenino,1.422,61.1,30.2,115,82,,,85.0,,,,,,Huejotzingo,,,
PUE-003197,RAGR040312MPLMTSA5,Rosa Margarita,Ramírez,Gutiérrez,2004-03-12,22,Femenino,1.578,70.6,28.4,112,77,,,67.0,,,,,,Santiago Miahuatlán,,,
PUE-003198,TOGA251117HPLRNLA0,Alejandro,Torres,González,2025-11-17,0,Masculino,1.003,40.4,40.2,145,88,,,67.0,,,,,,San Pedro Cholula,,,
PUE-003199,ROFJ121207MPLDLNA9,Juana,Rodríguez,Flores,2012-12-07,13,Femenino,1.466,66.1,30.8,120,80,,,74.0,,,,,,Yehualtepec,,,
PUE-003200,JICR770708HPLMSFA2,Rafael José,Jiménez,Castro,1977-07-08,48,Masculino,1.7109999999999999,64.2,21.9,119,72,,,73.0,,,,,,Huejotzingo,,,
PUE-003201,REDF670603HPLYÍRA9,Fernando Rafael,Reyes,Díaz,1967-06-03,59,Masculino,1.7069999999999999,85.5,29.3,156,96,,,82.0,,,,,,Huaquechula,,,
PUE-003202,TOLR800804HPLRÓCA7,Ricardo,Torres,López,1980-08-04,45,Masculino,1.682,80.0,28.3,111,71,,,96.0,,,,,,San Salvador el Seco,,,
PUE-003203,JIHJ011108MPLMRNA8,Juana,Jiménez,Hernández,2001-11-08,24,Femenino,1.568,67.3,27.4,164,102,,,70.0,,,,,,Xicotepec,,,
PUE-003204,RART200221MPLMYRA5,Teresa Gabriela,Ramírez,Reyes,2020-02-21,6,Femenino,1.008,26.3,25.9,117,78,,,66.0,,,,,,Chignautla,,,
PUE-003205,TOGF690929HPLRÓRA2,Fernando Rafael,Torres,Gómez,1969-09-29,56,Masculino,1.744,76.8,25.3,118,79,,,77.0,,,,,,Ocoyucan,,,
PUE-003206,VUSS811002MPLÁÁFA6,Sofia,Vázquez,Sánchez,1981-10-02,44,Femenino,1.5490000000000002,64.2,26.8,152,100,,,83.0,,,,,,Aljojuca,,,
PUE-003207,CUVJ950610MPLRÁNA8,Juana,Cruz,Vázquez,1995-06-10,31,Femenino,1.486,69.7,31.6,165,105,,,70.0,,,,,,Huaquechula,,,
PUE-003208,RORM160130MPLDYRA7,Margarita Rosa,Rodríguez,Reyes,2016-01-30,10,Femenino,1.167,38.5,28.3,112,72,,,78.0,,,,,,San Andrés Cholula,,,
PUE-003209,GACJ170424HPLRRRA5,Jorge Juan,García,Cruz,2017-04-24,9,Masculino,0.904,28.2,34.5,115,74,,,105.0,,,,,,Tecamachalco,,,
PUE-003210,RARS720923MPLMDFA5,Sofia,Ramírez,Rodríguez,1972-09-23,53,Femenino,1.5119999999999998,83.5,36.5,117,77,,,65.0,,,,,,San Salvador el Seco,,,
PUE-003211,LEMP990331HPLÓRDA0,Pedro Juan,López,Martínez,1999-03-31,27,Masculino,1.607,70.2,27.2,119,79,,,102.0,,,,,,Aljojuca,,,
PUE-003212,CUHL660119MPLRRTA5,Leticia,Cruz,Hernández,1966-01-19,60,Femenino,1.5719999999999998,82.2,33.3,121,80,,,77.0,,,,,,Esperanza,,,
PUE-003213,HEVP810903MPLRÁTA2,Patricia Teresa,Hernández,Vázquez,1981-09-03,44,Femenino,1.4869999999999999,49.1,22.2,122,79,,,85.0,,,,,,Cuautinchán,,,
PUE-003214,LERS771105MPLÓDFA2,Sofia Carmen,López,Rodríguez,1977-11-05,48,Femenino,1.7,55.8,19.3,117,81,,,105.0,,,,,,San Martín Texmelucan,,,
PUE-003215,RAGF030415HPLMRRA4,Francisco,Ramírez,García,2003-04-15,23,Masculino,1.6440000000000001,77.2,28.6,121,80,,,81.0,,,,,,Huauchinango,,,
PUE-003216,GUMS950317MPLTRFA0,Sofia Ana,Gutiérrez,Martínez,1995-03-17,31,Femenino,1.6230000000000002,69.1,26.2,124,75,,,77.0,,,,,,Tlatlauquitepec,,,
