ID_Paciente,UUID,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,CURP,RFC,Estado,Región_Socioeconómica,Municipio,Afiliación_Salud,Tipo_Sangre,Estatura_cm,Peso_kg,IMC,Presion_Sistolica_mmHg,Presion_Diastolica_mmHg,Frecuencia_Cardiaca_lpm,Temperatura_C,CIE10_Diagnostico,Diagnostico_Principal,Especialidad_Destino,Fecha_Ultima_Consulta,Costo_Consulta_MXN
PUE-000546,D3DFCD05,Elena Juana,García,Díaz,1970-09-03,55,Femenino,GADE700903MPLRÍLA2,GADE700903X11,Puebla,Región VII: Tehuacán,Coxcatlán,ISSSTE,A+,156.3,69.9,28.6,124,85,84,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-10-25,2
PUE-000547,A1406653,Carlos Miguel,Díaz,López,2002-04-05,24,Masculino,DALC020405HPLÍÓRA8,DALC020405467,Puebla,Región I: Huauchinango,Chiconcuautla,IMSS-Bienestar,O+,174.3,59.7,19.7,115,72,74,36.6,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-07-27,34
PUE-000548,26CFA276,Leticia,Jiménez,Rodríguez,1968-08-03,57,Femenino,JIRL680803MPLMDTA1,JIRL680803K53,Puebla,Región V: Puebla,Ocoyucan,IMSS,O+,156.8,66.1,26.9,115,71,78,36.2,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-01-22,34
PUE-000549,CFAD8C00,Margarita Carmen,García,Ramírez,1982-07-04,43,Femenino,GARM820704MPLRMRA5,GARM820704C83,Puebla,Región VII: Tehuacán,Coxcatlán,IMSS-Bienestar,A+,159.6,67.5,26.5,123,82,91,37.4,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-09-13,14
PUE-000550,6FA9E841,Juan,Morales,López,2010-01-19,16,Masculino,MOLJ100119HPLRÓNA4,MOLJ100119C85,Puebla,Región II: Teziutlán,Xiutetelco,IMSS,O+,171.4,62.3,21.2,138,100,84,36.3,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-08-24,38
PUE-000551,BD51A779,Luisa Sofia,Martínez,Jiménez,1986-04-28,40,Femenino,MAJL860428MPLRMSA0,MAJL860428174,Puebla,Región II: Teziutlán,Tlatlauquitepec,ISSSTE,A+,150.7,52.1,22.9,113,81,72,36.2,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-10-02,12
PUE-000552,A63D71DD,Alejandro Fernando,Vázquez,Flores,1963-07-02,63,Masculino,VUFA630702HPLÁLLA2,VUFA630702392,Puebla,Región IV: San Pedro Cholula,Huejotzingo,IMSS,O+,167.0,93.2,33.4,112,70,69,36.6,N39.0,Infección de Vías Urinarias,Medicina General,2025-11-01,3
PUE-000553,97549CC8,Alejandro,Sánchez,Flores,1995-06-11,31,Masculino,SEFA950611HPLÁLLA5,SEFA950611760,Puebla,Región V: Puebla,Santa Clara Ocoyucan,IMSS,O+,176.8,82.9,26.5,125,80,65,36.8,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-04-15,22
PUE-000554,3F69B345,Jorge Carlos,Jiménez,Martínez,1962-03-02,64,Masculino,JIMJ620302HPLMRRA9,JIMJ620302750,Puebla,Región I: Huauchinango,Pahuatlán,ISSSTE,O+,155.9,81.8,33.7,110,84,94,38.4,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-04-06,21
PUE-000555,D64A3065,José,Vázquez,Ramírez,2020-08-21,5,Masculino,VURJ200821HPLÁMSA5,VURJ200821W53,Puebla,Región III: Ciudad Serdán,Tlachichuca,IMSS,O+,133.2,30.6,17.2,110,72,83,36.6,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2025-11-15,40
PUE-000556,400BF805,Manuel Rafael,Torres,Vázquez,1994-04-28,32,Masculino,TOVM940428HPLRÁNA6,TOVM940428M73,Puebla,Región IV: San Pedro Cholula,Calpan,No derechohabiente,O+,157.8,90.5,36.3,163,98,66,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-09-27,501
PUE-000557,7E019A77,Pedro Juan,Flores,García,2008-09-18,17,Masculino,FOGP080918HPLLRDA3,FOGP080918F43,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS,O+,165.3,81.4,29.8,122,76,71,36.9,N39.0,Infección de Vías Urinarias,Medicina General,2025-10-30,4
PUE-000558,B846CF5F,Ricardo Luis,Díaz,Sánchez,1945-06-03,81,Masculino,DASR450603HPLÍÁCA2,DASR450603Y21,Puebla,Región II: Teziutlán,Zacapoaxtla,ISSSTE,O+,169.9,105.7,36.6,118,74,105,38.1,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-10-07,29
PUE-000559,388352AB,Pedro,Hernández,López,1933-12-11,92,Masculino,HELP331211HPLRÓDA1,HELP331211395,Puebla,Región V: Puebla,Puebla,IMSS,O+,162.8,73.6,27.8,111,81,67,36.5,N39.0,Infección de Vías Urinarias,Medicina General,2025-09-04,29
PUE-000560,6D4CF9FF,Carmen,Rodríguez,Hernández,2001-03-22,25,Femenino,ROHC010322MPLDRRA6,ROHC010322H76,Puebla,Región VI: Izúcar de Matamoros,Chietla,IMSS,O+,164.5,76.6,28.3,122,72,84,36.5,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2026-01-04,34
PUE-000561,B057A8F6,Pedro Pedro,Gutiérrez,Hernández,2025-09-15,0,Masculino,GUHP250915HPLTRDA7,GUHP250915Q14,Puebla,Región IV: San Pedro Cholula,Cuautlancingo,IMSS-Bienestar,O+,139.5,38.6,19.8,114,79,82,36.5,N39.0,Infección de Vías Urinarias,Medicina General,2025-11-21,17
PUE-000562,4881EAA4,Verónica,Díaz,Gómez,1978-07-05,47,Femenino,DAGV780705MPLÍÓRA1,DAGV780705865,Puebla,Región VII: Tehuacán,Tepeaca,IMSS,B+,154.3,75.6,31.8,141,104,67,36.4,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-04-27,10
PUE-000563,355D2E13,Patricia Verónica,Gutiérrez,Castro,1974-12-19,51,Femenino,GUCP741219MPLTSTA9,GUCP741219Z96,Puebla,Región V: Puebla,Ocoyucan,IMSS,O+,153.5,61.7,26.2,151,98,73,36.3,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-09-29,34
PUE-000564,EA9A7881,Carmen Juana,Sánchez,Reyes,1992-06-17,34,Femenino,SERC920617MPLÁYRA0,SERC920617E28,Puebla,Región IV: San Pedro Cholula,San Andrés Cholula,IMSS,O-,157.7,53.1,21.4,142,92,79,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-14,16
PUE-000565,0E40F119,Juana,Torres,Sánchez,1960-03-11,66,Femenino,TOSJ600311MPLRÁNA9,TOSJ600311T17,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,IMSS,B+,157.0,55.9,22.7,151,92,85,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-12-16,6
PUE-000566,01C76133,Jorge Ricardo,Sánchez,Pérez,2016-01-17,10,Masculino,SEPJ160117HPLÁÉRA7,SEPJ160117R46,Puebla,Región IV: San Pedro Cholula,Calpan,IMSS,O+,60.6,50.0,136.2,114,84,85,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-05-22,1
PUE-000567,3040D291,Jesús,Pérez,Sánchez,1983-08-16,42,Masculino,PESJ830816HPLÉÁSA4,PESJ830816P42,Puebla,Región I: Huauchinango,Tlacuilotepec,IMSS,A+,168.6,75.9,26.7,122,82,82,36.3,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2026-01-18,7
PUE-000568,AB2F33F7,Rafael Ricardo,Torres,Castro,1966-07-13,59,Masculino,TOCR660713HPLRSFA8,TOCR660713C30,Puebla,Región III: Ciudad Serdán,Tlachichuca,IMSS-Bienestar,O+,182.0,66.9,20.2,113,81,65,36.1,N39.0,Infección de Vías Urinarias,Medicina General,2026-04-16,10
PUE-000569,41754BF1,Teresa,Morales,Cruz,2007-04-20,19,Femenino,MOCT070420MPLRRRA7,MOCT070420I93,Puebla,Región VII: Tehuacán,Tepeaca,No derechohabiente,O+,151.9,76.6,33.2,117,85,88,37.9,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-07-29,538
PUE-000570,013EAF27,Carmen Teresa,Gómez,López,2012-05-09,14,Femenino,GELC120509MPLÓÓRA7,GELC120509060,Puebla,Región II: Teziutlán,Teziutlán,ISSSTE,O+,166.7,76.1,27.4,124,84,69,36.4,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-10-28,33
PUE-000571,DAE9C106,Gabriela Luisa,Hernández,Cruz,1984-11-05,41,Femenino,HECG841105MPLRRBA6,HECG841105B51,Puebla,Región VI: Izúcar de Matamoros,Huaquechula,IMSS,O+,147.2,46.8,21.6,163,96,72,36.3,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-01,30
PUE-000572,552387D7,María Rosa,Gutiérrez,Reyes,1979-12-07,46,Femenino,GURM791207MPLTYRA0,GURM791207K84,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,Particular,O+,165.5,54.1,19.8,118,83,82,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-12-22,543
PUE-000573,C58A3B59,Carmen Margarita,Gómez,García,2013-12-02,12,Femenino,GEGC131202MPLÓRRA3,GEGC131202765,Puebla,Región V: Puebla,Cuautinchán,IMSS,O+,157.5,71.4,28.8,118,85,101,39.1,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-03-22,17
PUE-000574,49C2EA8A,Rafael Juan,Gómez,Martínez,2011-08-20,14,Masculino,GEMR110820HPLÓRFA6,GEMR110820S49,Puebla,Región III: Ciudad Serdán,Aljojuca,ISSSTE,O+,176.9,67.6,21.6,119,83,86,38.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-04-10,24
PUE-000575,129B9E7A,Francisco,Cruz,Morales,2006-06-11,20,Masculino,CUMF060611HPLRRRA3,CUMF060611K46,Puebla,Región V: Puebla,Ocoyucan,IMSS,O+,170.3,82.5,28.4,118,81,72,36.4,J45,Asma Bronquial,Neumología / Pediatría,2026-05-30,25
PUE-000576,737BC13C,Francisco Fernando,Torres,González,1968-03-03,58,Masculino,TOGF680303HPLRNRA2,TOGF680303B95,Puebla,Región VII: Tehuacán,Ajalpan,IMSS-Bienestar,O+,167.0,57.8,20.7,110,72,67,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2026-02-14,15
PUE-000577,1C8DAF2E,Teresa Sofia,Jiménez,Rodríguez,1966-12-10,59,Femenino,JIRT661210MPLMDRA9,JIRT661210M64,Puebla,Región V: Puebla,Cuautinchán,IMSS,O+,163.8,73.5,27.4,110,78,76,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-03-31,3
PUE-000578,CB08AF3A,Guadalupe Luisa,González,Flores,1995-03-15,31,Femenino,GOFG950315MPLNLDA4,GOFG950315859,Puebla,Región V: Puebla,Puebla,Particular,O+,155.4,64.7,26.8,144,88,71,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-06-24,423
PUE-000579,CBFA8545,Verónica María,Cruz,García,1981-11-07,44,Femenino,CUGV811107MPLRRRA2,CUGV811107499,Puebla,Región VII: Tehuacán,Yehualtepec,ISSSTEP,O+,163.1,71.1,26.7,118,77,68,36.5,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-12-15,30
PUE-000580,2B598197,Javier Javier,Martínez,López,1968-04-15,58,Masculino,MALJ680415HPLRÓVA7,MALJ680415S73,Puebla,Región IV: San Pedro Cholula,Huejotzingo,IMSS,O+,167.9,73.5,26.1,153,105,68,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-07-06,23
PUE-000581,0FA538C0,Sofia,Ramírez,Gómez,1990-08-26,35,Femenino,RAGS900826MPLMÓFA2,RAGS900826D84,Puebla,Región VII: Tehuacán,Tepeaca,Particular,O+,156.8,54.1,22.0,121,83,74,36.8,Z00.0,Sano (Control de Rutina),Medicina General,2026-02-02,588
PUE-000582,74AE4018,Carlos,González,Sánchez,1964-03-10,62,Masculino,GOSC640310HPLNÁRA1,GOSC640310838,Puebla,Región II: Teziutlán,Teziutlán,IMSS,B+,169.7,70.2,24.4,138,89,79,36.5,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-04-16,1
PUE-000583,8342DA3C,Javier,Jiménez,Morales,1942-12-03,83,Masculino,JIMJ421203HPLMRVA5,JIMJ421203F34,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,IMSS-Bienestar,O-,161.7,87.8,33.6,114,77,84,36.4,N39.0,Infección de Vías Urinarias,Medicina General,2026-03-29,9
PUE-000584,4B5392DF,Luis Francisco,Flores,Rodríguez,1976-11-17,49,Masculino,FORL761117HPLLDSA4,FORL761117D38,Puebla,Región VI: Izúcar de Matamoros,Tepeojuma,Particular,O+,159.6,86.6,34.0,116,73,68,36.9,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-10-19,458
PUE-000585,83D60FFD,José Fernando,Pérez,Torres,1946-12-09,79,Masculino,PETJ461209HPLÉRSA1,PETJ461209Q84,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,ISSSTEP,O+,171.1,69.4,23.7,112,75,75,36.8,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-12-09,31
PUE-000586,EB0AC5BE,Jesús José,Díaz,Pérez,2016-06-19,10,Masculino,DAPJ160619HPLÍÉSA8,DAPJ160619932,Puebla,Región IV: San Pedro Cholula,San Andrés Cholula,ISSSTE,O-,128.4,50.0,30.3,111,81,67,36.7,N39.0,Infección de Vías Urinarias,Medicina General,2025-11-29,27
PUE-000587,2C0F7922,Patricia Leticia,Díaz,Pérez,1966-09-05,59,Femenino,DAPP660905MPLÍÉTA8,DAPP660905U42,Puebla,Región IV: San Pedro Cholula,San Martín Texmelucan,IMSS,O+,148.0,67.4,30.8,112,78,92,38.9,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-03-12,39
PUE-000588,047F30C2,Miguel Fernando,Hernández,Martínez,1957-08-17,68,Masculino,HEMM570817HPLRRGA6,HEMM570817872,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,IMSS-Bienestar,A+,178.4,86.0,27.0,140,103,70,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-01,23
PUE-000589,129B323B,Teresa,Jiménez,González,1969-09-07,56,Femenino,JIGT690907MPLMNRA7,JIGT690907W44,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,IMSS,A+,145.4,64.0,30.3,116,75,104,37.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-02-02,18
PUE-000590,C3E57058,Carmen Teresa,López,Torres,1957-12-24,68,Femenino,LETC571224MPLÓRRA4,LETC571224630,Puebla,Región II: Teziutlán,Xiutetelco,IMSS-Bienestar,O+,154.2,62.0,26.1,113,71,67,36.6,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2026-06-09,5
PUE-000591,DFF7DF2D,Alejandro Rafael,Reyes,Gómez,1986-06-08,40,Masculino,REGA860608HPLYÓLA5,REGA860608Y19,Puebla,Región I: Huauchinango,Xicotepec,IMSS-Bienestar,B+,178.8,89.9,28.1,119,81,72,36.8,F41.1,Ansiedad Generalizada,Psicología / Psiquiatría,2025-09-10,16
PUE-000592,D02C1A47,Ricardo Ricardo,Sánchez,Martínez,1986-06-06,40,Masculino,SEMR860606HPLÁRCA7,SEMR860606N73,Puebla,Región VI: Izúcar de Matamoros,Huaquechula,ISSSTEP,A-,172.5,83.2,28.0,121,78,95,37.6,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-03-05,18
PUE-000593,FE55A728,José,García,Díaz,1959-06-09,67,Masculino,GADJ590609HPLRÍSA0,GADJ590609S17,Puebla,Región V: Puebla,Ocoyucan,IMSS,O+,173.7,78.8,26.1,113,75,77,36.3,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-07-25,9
PUE-000594,79F08DFE,Ana,Gutiérrez,Sánchez,1957-09-30,68,Femenino,GUSA570930MPLTÁNA9,GUSA570930S53,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,IMSS,O+,143.4,78.6,38.2,148,97,81,36.8,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-06,16
PUE-000595,80BBC7E6,Gabriela,Díaz,Flores,1945-09-21,80,Femenino,DAFG450921MPLÍLBA8,DAFG450921I54,Puebla,Región VI: Izúcar de Matamoros,Chietla,ISSSTE,O+,138.5,63.1,32.9,122,82,70,36.1,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-10-29,28
PUE-000596,F3D229DF,Carmen Sofia,Pérez,Morales,1984-03-29,42,Femenino,PEMC840329MPLÉRRA2,PEMC840329Y36,Puebla,Región II: Teziutlán,Zacapoaxtla,IMSS,O+,154.9,64.9,27.0,118,81,85,36.5,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-07-20,21
PUE-000597,9E80E55F,Rafael Miguel,Hernández,Díaz,1994-08-28,31,Masculino,HEDR940828HPLRÍFA0,HEDR940828B65,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS,O+,176.1,76.8,24.8,142,105,65,36.1,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-28,24
PUE-000598,35A6403F,Carmen,Rodríguez,Vázquez,1971-06-03,55,Femenino,ROVC710603MPLDÁRA2,ROVC710603N81,Puebla,Región V: Puebla,Puebla,IMSS-Bienestar,O+,146.8,45.8,21.3,115,71,83,36.7,Z00.0,Sano (Control de Rutina),Medicina General,2026-03-03,13
PUE-000599,4F827411,Juana Juana,Castro,Ramírez,1980-06-24,46,Femenino,CARJ800624MPLSMNA4,CARJ800624X89,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,ISSSTEP,O+,153.0,86.1,36.8,120,72,101,38.9,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-10-27,35
PUE-000600,87A2E466,Gabriela Luisa,Cruz,López,2005-11-17,20,Femenino,CULG051117MPLRÓBA5,CULG051117C47,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,ISSSTEP,A+,158.0,40.8,16.3,163,92,67,36.9,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2025-09-18,17
PUE-000601,C6ECE6B3,Ricardo,Castro,García,1986-11-19,39,Masculino,CAGR861119HPLSRCA8,CAGR861119X93,Puebla,Región IV: San Pedro Cholula,Cuautlancingo,IMSS,O+,183.4,81.5,24.2,111,78,66,36.2,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-05-14,5
PUE-000602,553D8A7A,Jorge Francisco,Martínez,Morales,1988-11-30,37,Masculino,MAMJ881130HPLRRRA5,MAMJ881130V37,Puebla,Región VI: Izúcar de Matamoros,Izúcar de Matamoros,Particular,O+,168.2,84.3,29.8,122,82,103,38.3,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-08-14,417
PUE-000603,C0E41FD6,Patricia,Martínez,Rodríguez,1975-11-01,50,Femenino,MARP751101MPLRDTA1,MARP751101757,Puebla,Región II: Teziutlán,Zacapoaxtla,IMSS,O-,150.0,75.4,33.5,120,81,94,38.3,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-08-14,12
PUE-000604,E32797B2,María Juana,Reyes,Vázquez,2025-06-30,0,Femenino,REVM250630MPLYÁRA3,REVM250630M89,Puebla,Región II: Teziutlán,Zacapoaxtla,IMSS,O+,112.9,35.8,28.1,125,83,78,36.8,Z00.0,Sano (Control de Rutina),Medicina General,2025-08-09,4
PUE-000605,5B32A27C,Patricia Juana,Gutiérrez,Cruz,1997-02-14,29,Femenino,GUCP970214MPLTRTA9,GUCP970214U20,Puebla,Región IV: San Pedro Cholula,San Andrés Cholula,ISSSTEP,A+,156.7,58.2,23.7,125,73,79,36.2,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-06-06,30
PUE-000606,F94E8E91,Pedro,Reyes,Pérez,1953-11-19,72,Masculino,REPP531119HPLYÉDA3,REPP531119R18,Puebla,Región II: Teziutlán,Tlatlauquitepec,IMSS,O+,169.3,88.5,30.9,117,72,75,36.6,J45,Asma Bronquial,Neumología / Pediatría,2025-10-05,37
PUE-000607,967AA3A6,Luisa,Flores,González,2013-10-03,12,Femenino,FOGL131003MPLLNSA8,FOGL131003V88,Puebla,Región IV: San Pedro Cholula,Calpan,Particular,O+,157.1,69.2,28.0,118,73,104,39.0,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-04-14,370
PUE-000608,8A16CD9B,Sofia Patricia,Gómez,Rodríguez,1980-03-06,46,Femenino,GERS800306MPLÓDFA3,GERS800306R76,Puebla,Región I: Huauchinango,Pahuatlán,ISSSTE,A+,164.4,53.9,19.9,119,83,75,36.3,J45,Asma Bronquial,Neumología / Pediatría,2026-03-31,16
PUE-000609,F4C333C6,María Margarita,Vázquez,Castro,2021-05-03,5,Femenino,VUCM210503MPLÁSRA7,VUCM210503829,Puebla,Región VI: Izúcar de Matamoros,Chietla,IMSS-Bienestar,A+,127.7,15.7,9.6,120,74,97,38.1,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-03-02,26
PUE-000610,35E161F8,Ana Margarita,Ramírez,García,1950-06-12,76,Femenino,RAGA500612MPLMRNA2,RAGA500612G37,Puebla,Región VII: Tehuacán,Tepeaca,Particular,O+,168.1,50.6,17.9,124,72,101,38.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-08-12,665
PUE-000611,A09E4198,Javier Alejandro,Gutiérrez,Rodríguez,2000-07-22,25,Masculino,GURJ000722HPLTDVA1,GURJ000722F18,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,IMSS,O+,161.2,63.4,24.4,124,85,82,36.3,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-05-18,19
PUE-000612,46358B8B,Elena Patricia,Rodríguez,Díaz,2000-11-11,25,Femenino,RODE001111MPLDÍLA3,RODE001111093,Puebla,Región III: Ciudad Serdán,San Salvador el Seco,IMSS,O+,157.2,62.9,25.5,115,74,79,36.4,E66.0,Obesidad Grado I,Nutrición / Medicina General,2025-07-12,19
PUE-000613,5D9204BB,Ricardo Ricardo,García,Ramírez,1959-09-27,66,Masculino,GARR590927HPLRMCA7,GARR590927U85,Puebla,Región IV: San Pedro Cholula,Cuautlancingo,IMSS,A-,166.3,83.9,30.3,114,74,66,36.7,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-09-15,1
PUE-000614,DDBB87E2,Miguel Alejandro,Flores,González,1997-01-28,29,Masculino,FOGM970128HPLLNGA2,FOGM970128K12,Puebla,Región VII: Tehuacán,Coxcatlán,IMSS,O+,176.8,89.6,28.7,118,84,84,36.1,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-04-28,7
PUE-000615,3F48307C,Gabriela,Díaz,Ramírez,1972-07-25,53,Femenino,DARG720725MPLÍMBA7,DARG720725N27,Puebla,Región IV: San Pedro Cholula,San Pedro Cholula,IMSS-Bienestar,O+,157.1,55.5,22.5,110,73,92,37.6,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2025-08-17,35
PUE-000616,FA60FE4D,Ricardo Francisco,González,Rodríguez,1972-12-04,53,Masculino,GORR721204HPLNDCA9,GORR721204O44,Puebla,Región II: Teziutlán,Zacapoaxtla,IMSS,O+,169.6,70.7,24.6,146,95,67,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-02-10,33
PUE-000617,C6B0975A,Javier,Gutiérrez,Gómez,2019-12-31,6,Masculino,GUGJ191231HPLTÓVA9,GUGJ191231J47,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,IMSS,A+,98.3,38.8,40.2,110,85,83,36.4,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-05-07,29
PUE-000618,55F373FE,Jorge Ricardo,Castro,López,1998-08-31,27,Masculino,CALJ980831HPLSÓRA6,CALJ980831171,Puebla,Región I: Huauchinango,Naupan,IMSS,O+,164.3,79.0,29.3,113,75,105,37.5,A09,Gastroenteritis Infecciosa,Medicina General / Pediatría,2026-06-01,10
PUE-000619,B4C73143,Pedro,Ramírez,Rodríguez,1977-02-09,49,Masculino,RARP770209HPLMDDA2,RARP770209Q48,Puebla,Región I: Huauchinango,Juan Galindo,IMSS,O+,166.6,72.7,26.2,117,70,80,36.7,M54.5,Lumbalgia Crónica,Traumatología / Terapia Física,2026-02-13,33
PUE-000620,03C3D968,Alejandro Manuel,Hernández,Jiménez,1993-03-17,33,Masculino,HEJA930317HPLRMLA8,HEJA930317689,Puebla,Región III: Ciudad Serdán,Chalchicomula de Sesma,IMSS,O+,155.6,44.9,18.5,114,72,104,38.1,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2026-03-09,4
PUE-000621,AA8EB56C,Juan Ricardo,Flores,López,1983-08-29,42,Masculino,FOLJ830829HPLLÓNA3,FOLJ830829B85,Puebla,Región III: Ciudad Serdán,Tlachichuca,IMSS,A+,164.5,95.9,35.4,110,72,98,38.4,J00,Rinofaringitis Aguda (Resfriado Común),Medicina General / Pediatría,2025-11-07,2
PUE-000622,28014B96,Teresa Rosa,Pérez,Castro,1990-07-25,35,Femenino,PECT900725MPLÉSRA6,PECT900725H94,Puebla,Región I: Huauchinango,Naupan,IMSS,O+,157.0,67.3,27.3,146,104,77,36.6,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-06-21,7
PUE-000623,0D35C7A3,Francisco Juan,Flores,López,1982-08-16,43,Masculino,FOLF820816HPLLÓRA5,FOLF820816N83,Puebla,Región VII: Tehuacán,Tepeaca,No derechohabiente,A+,160.2,65.6,25.6,111,83,67,36.6,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2025-12-23,701
PUE-000624,A12E06D6,Carlos Jesús,Torres,Flores,2010-07-12,15,Masculino,TOFC100712HPLRLRA7,TOFC100712656,Puebla,Región VI: Izúcar de Matamoros,Atlixco,IMSS,A+,179.7,90.7,28.1,116,84,74,36.3,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-04-30,9
PUE-000625,D5550B1E,Leticia,Reyes,García,1968-02-17,58,Femenino,REGL680217MPLYRTA3,REGL680217772,Puebla,Región II: Teziutlán,Zacapoaxtla,No derechohabiente,O+,148.3,70.5,32.1,115,70,70,36.1,E11,Diabetes Mellitus Tipo 2,Endocrinología / Medicina Interna,2026-06-06,869
PUE-000626,2B1C7F47,Alejandro Jorge,Gómez,Cruz,1970-05-21,56,Masculino,GECA700521HPLÓRLA4,GECA700521614,Puebla,Región V: Puebla,Ocoyucan,IMSS,O+,174.8,94.0,30.8,125,75,77,36.7,E66.0,Obesidad Grado I,Nutrición / Medicina General,2026-01-03,14
PUE-000627,19435631,Juana,López,Martínez,1946-05-01,80,Femenino,LEMJ460501MPLÓRNA8,LEMJ460501798,Puebla,Región VII: Tehuacán,Santiago Miahuatlán,ISSSTE,B-,165.9,73.0,26.5,136,103,69,36.7,I10,Hipertensión Arterial Esencial,Cardiología / Medicina Interna,2026-03-30,16
